GZENKSODFLBBHQ-ILSZZQPISA-N|P04150
JBIWCJUYHHGXTC-AKNGSSGZSA-N|P0A7V8,Q9NSA0,Q4U2R8,Q8TCC7,P08684,P0A7X3
AHEVKYYGXVEWNO-UEPZRUIBSA-N|P0A7V8,P0A7X3
FDDDEECHVMSUSB-UHFFFAOYSA-N|P05181,P11712,P0AC13,P10635,P33261,P08684
GGCSSNBKKAUURC-UHFFFAOYSA-N|P41145,P35372,P08684,P41143
JTEGQNOMFQHVDC-NKWVEPMBSA-N|P49585,O75751,Q8TCD5,P27707,O15245,O15244,P22392,P08183,Q9UNQ0,P00558,P30085,Q4U2R8,Q99447,P15531,P33527,Q05486,Q72547,O15438,O15439
JZCPYUJPEARBJL-UHFFFAOYSA-N|P08684,P21554
FIADGNVRKBPQEU-UHFFFAOYSA-N|P08172,P36537,P28223,P11229,P18825,P28221,P28222,P28335,P41595,P18089,P08913,P25100,P20309,P35368,P35367,P35348,P08908
XXIFVOHLGBURIG-OZCCCYNHSA-N|P04150
HSRJKNPTNIJEKV-UHFFFAOYSA-N|
OROAFUQRIXKEMV-LDADJPATSA-N|P11712,P30556,Q92887
QFJCIRLUMZQUOT-HPLJOQBZSA-N|P24462,P62942,P08183,P20815,P08684,P09038,P42345,Q9Y6L6
MDKGKXOCJGEUJW-UHFFFAOYSA-N|P22309,P35354,P16662,P23219,P11712
XWTYSIMOBUGWOL-UHFFFAOYSA-N|P07550,P08588,P06276,P13945
IKENVDNFQMCRTR-UHFFFAOYSA-N|P08684,P37288,P30518
YPZVAYHNBBHPTO-MXRBDKCISA-N|P04150
GHXZTYHSJHQHIJ-UHFFFAOYSA-N|P26841,P50135
XQSPYNMVSIKCOC-NTSWFWBYSA-N|Q72547,P27707
IECPWNUMDGFDKC-MZJAQBGESA-N|O95342,P13551,P62580,Q92887,P00484
VMHLLURERBWHNL-UHFFFAOYSA-M|Q9NR19
WVYADZUPLLSGPU-UHFFFAOYSA-N|P35354,P23219
RMRCNWBMXRMIRW-WZHZPDAFSA-L|P42898,O60494,P27352,P20062,P22033,Q99707,Q8IVH4,Q9Y4U1,P20061,Q9UBK8,Q96EY8,Q9BXJ7
CURUTKGFNZGFSE-UHFFFAOYSA-N|P08172,P11229,P04798
BYPFEZZEUUWMEJ-UHFFFAOYSA-N|P27815,P05177,P21589,O76074,Q07343,P29274,P30542
IDBPHNDTYPBSNI-UHFFFAOYSA-N|P24462,P35372,P08684,P20815,P08183
LYPFDBRUNKHDGX-LWQDQPMZSA-N|
ZAIPMKNFIOOWCQ-UEKVPHQBSA-N|O76082,Q7CRA4,P0A3M6,P10635,Q8TCC7,Q96FL8,Q4U2R8,P46059,Q8DNB6,P08684,Q16348,Q8DR59,Q75Y35
KANJSNBRCNMZMV-ABRZTLGGSA-N|P01008,P00742
XRECTZIEBJDKEO-UHFFFAOYSA-N|P26358,P12461
BPRHUIZQVSMCRT-VEUZHWNKSA-N|P11712,Q9UNQ0,P20815,O95342,P33261,P08684,Q92887,P04035,P33527,Q8TCC7,O15439,Q9Y6L6
FJLGEFLZQAZZCD-JUFISIKESA-N|P11712,P04798,P05177,P20813,P10635,P35503,P10632,P33261,P46059,P16662,P08684,P20815,P04035,P22309,Q92887
VHOGYURTWQBHIL-UHFFFAOYSA-N|P11712,Q14289,P05177,Q02127,P35869,Q9UNQ0
ABJKWBDEJIDSJZ-UHFFFAOYSA-N|Q14534
IAZDPXIOMUYVGZ-UHFFFAOYSA-N|P10635,P08684,P33261
PYGWGZALEOIKDF-UHFFFAOYSA-N|P33261,P11712,P21439,P08684,P08183
WPVFJKSGQUFQAP-GKAPJAKFSA-N|
HUNXMJYCHXQEGX-UHFFFAOYSA-N|P24462,P30536,P20815,Q06278,P14867,P08684
KXNPVXPOPUZYGB-IOVMHBDKSA-N|P00734,P08684,P20815
AUYYCJSJGJYCDS-LBPRGKRZSA-N|P10827,Q8TF71,Q96BD0,P08183,P10828,Q9NPD5,Q8TCC7,Q9NYB5,Q14973,P46721,Q6ZQN7,Q9Y6L6
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N|P35354,P23219
KJADKKWYZYXHBB-XBWDGYHZSA-N|P00918,P22748,P07451,P00915,P33261,P14867,P08684,P35498,P39086
HMJIYCCIJYRONP-UHFFFAOYSA-N|O95180,P54289,Q08289,Q13936,P08684,Q13698,Q01668,Q9NY47
YVPYQUNUQOZFHG-UHFFFAOYSA-N|
XCPGHVQEEXUHNC-UHFFFAOYSA-N|P10635,P11388,P08183,Q12809
ZFXYFBGIUFBOJW-UHFFFAOYSA-N|P05181,P11712,P27815,P05177,P10635,Q14432,Q9Y694,P00813,O76074,Q16678,Q92769,P08684,P10632,P04798,Q07343,P29274,P29275,P30542
VTRAEEWXHOVJFV-UHFFFAOYSA-N|Q9Y6L6,Q92887,P30556,Q9NPD5
INWLQCZOYSRPNW-UHFFFAOYSA-N|Q9Y5Y9
RMMXLENWKUUMAY-UHFFFAOYSA-N|Q9UNQ0,P08183,P33261,Q92887,P37231,P30556
MXZROTBGJUUXID-UHFFFAOYSA-K|
JYGXADMDTFJGBT-VWUMJDOOSA-N|P04150,P04083,Q9UNQ0,P24462,P46721,P08183,P10632,P08684,P20815,P19099,Q8TCC7,P15538
JYGXADMDTFJGBT-VWUMJDOOSA-N|P04150,P04083,Q9UNQ0,P24462,P46721,P08183,P10632,P08684,P20815,P19099,Q8TCC7,P15538
YQEZLKZALYSWHR-ZDUSSCGKSA-N|
VVNCNSJFMMFHPL-VKHMYHEASA-N|Q9Y6L6
DOMXUEMWDBAQBQ-WEVVVXLNSA-N|P11712,P05177,P10635,P10632,P05108,P33261,P08684,Q14534,P23219,P11511
ZGXJTSGNIOSYLO-UHFFFAOYSA-N|Q16348,P46059,P13716
BPEGJWRSRHCHSN-UHFFFAOYSA-N|P08684
RGCVKNLCSQQDEP-UHFFFAOYSA-N|P11712,P05177,P0DP23,P20813,P10635,P10632,P33260,P33261,P21728,P08684,P14416
FDKXTQMXEQVLRF-ZHACJKMWSA-N|Q14181,P05181,P52209,P05177,P04798
ZZUFCTLCJUWOSV-UHFFFAOYSA-N|P52209,O76082,P22309,Q13621,Q9NSA0,Q4U2R8,Q8TCC7,Q92887,Q92959
VRQVVMDWGGWHTJ-CQSZACIVSA-N|P18825,P10635,P28223,P35462,P05181,P11229,P21728,P08912,P08913,P14416,P08172,P08173,P05177,P28335,P18089,P21918,P35368,P35367,P35348,P21917,P25100,P20309
ZDXPYRJPNDTMRX-VKHMYHEASA-N|P00488,Q8TF71,P47897,Q96PF1,Q15758,O43548,P08243,Q08188,P22735,P49221,P15104,P27708,Q16773,P49915,O94925,Q99624,O95932,O94808,Q6IA69,Q9UI32,O15067,Q9UHI5,Q06203,P17812,P21980,O75879
GMRQFYUYWCNGIN-NKMMMXOESA-N|P08684,P11473,Q07973
DDHUTBKXLWCZCO-UHFFFAOYSA-N|Q13698
GSNHKUDZZFZSJB-QYOOZWMWSA-N|P51681,P08684
YQNQNVDNTFHQSW-UHFFFAOYSA-N|P94692
YMTMADLUXIRMGX-RFPWEZLHSA-N|P04150
OUDSBRTVNLOZBN-UHFFFAOYSA-N|Q09428
ZEWQUBUPAILYHI-UHFFFAOYSA-N|P22310,P05177,P0DP23,P08183,P14416,P26447,Q9NYX4,P35348,P47989
QYIYFLOTGYLRGG-GPCCPHFNSA-N|P05164,Q16348,Q8XJ01,P46059,Q8TCC7,Q75Y35
VKHAHZOOUSRJNA-GCNJZUOMSA-N|P04150,P06401,P24462,P05177,P10635,P08183,P20815,P08684,P33527
RDOIQAHITMMDAJ-UHFFFAOYSA-N|P41145,P01189,P41143,P20813,P10635,P0DP23,O00555,P10632,P08183,P35372,P08684
GZUITABIAKMVPG-UHFFFAOYSA-N|P20813,Q92731,P10632,P03372,Q06278,P22309,P08684,P11511
GOTYRUGSSMKFNF-UHFFFAOYSA-N|O14788,P35354,P08183,Q96SW2,P33151
RZEKVGVHFLEQIL-UHFFFAOYSA-N|P00918,P11712,O15530,P10635,P35354,P10632,Q2M3G0,P08684,O15439,P07451
YFAGHNZHGGCZAX-JKIFEVAISA-N|Q7CRA4,P0A3M6,Q16348,P46059,Q8DNB6,P08684,Q8DR59,A0A0E1R3H3,Q75Y35
XYLJNLCSTIOKRM-UHFFFAOYSA-N|P18825,Q06278,P08913,P18089
IPEHBUMCGVEMRF-UHFFFAOYSA-N|Q06278,P08684,P05177,P47989
KASDHRXLYQOAKZ-XDSKOBMDSA-N|P62942,P08684,P42345
USSIQXCVUWKGNF-UHFFFAOYSA-N|P33260,P11712,P24462,P05177,P41143,P20813,P10635,Q9GZZ6,P08183,P10632,Q8TCU5,P33261,P35372,P08684,P20815,P46098,P11511
OEXHQOGQTVQTAT-BHIXFJMTSA-N|P08172,O76082,P11229,Q9H015,P10635,P08684,P20309
XZWYZXLIPXDOLR-UHFFFAOYSA-N|Q9Y478,Q7RTT9,O15245,O15244,O75751,Q96FL8
AEUTYOVWOVBAKS-UWVGGRQHSA-N|P9WNL9,P9WNL5,P9WNL7
OVBPIULPVIDEAO-LBPRGKRZSA-N|P05181,Q9UNQ0,P42898,Q92820,Q96NT5,Q9H2D1,P14207,Q96J66,P41439,Q4U2R8,O15438,O15439
MECHNRXZTMCUDQ-RKHKHRCZSA-N|Q6VVX0,P11473,O15528,Q07973,P08684,Q02318
JZRWCGZRTZMZEH-UHFFFAOYSA-N|O76082,O15245,O15244,Q9H3S4,P13584,O60779
XGOSYNSWSRUASG-UHFFFAOYSA-H|
SNPLKNRPJHDVJA-ZETCQYMHSA-N|
MLYYVTUWGNIJIB-BXKDBHETSA-N|P40933,P02918,P02919,Q9NSA0,P27169,Q4U2R8,P60568,Q8TCC7,P0AD68,P76577,P0AD65,P51580,O15439
XWLUWCNOOVRFPX-UHFFFAOYSA-N|P20813,P33261,P11712,Q14524,P08684
BOEGTKLJZSQCCD-UEKVPHQBSA-N|O76082,Q7CRA4,P0A3M6,Q16348,Q4U2R8,P46059,Q8TCC7,Q8DR59,Q75Y35
GJQPMPFPNINLKP-UHFFFAOYSA-N|P00918,P22748,P11712,P07451,P43166,P00915
JKOQGQFVAUAYPM-UHFFFAOYSA-N|P10696,P22413
PIEUQSKUWLMALL-YABMTYFHSA-N|P21964,A2QLK4,P15289
VRBKIVRKKCLPHA-UHFFFAOYSA-N|Q12809,P05177,P10635,P28223,P08183,Q01959,P20815,Q14097,P08913,P08684,P35368,P31645,P28335,P23975,P35348,P08908
SPIUTQOUKAMGCX-UHFFFAOYSA-N|P08172,P11229
LMOINURANNBYCM-UHFFFAOYSA-N|P07550
OLBCVFGFOZPWHH-UHFFFAOYSA-N|P19224,P11712,P04798,P10635,P10632,P33260,P33261,Q99250,P05181,Q9HAW9,Q16678,P11509,P05177,P20813,P14867,P35499,P22309,P28472,O00519,O60656,P47870,P08684
BZKPWHYZMXOIDC-UHFFFAOYSA-N|P00918,P22748,P07451,P43166,Q9ULX7,P00915,Q4U2R8,P08684,O43570,P29972
IZTQOLKUZKXIRV-YRVFCXMDSA-N|
BGSZAXLLHYERSY-XQIGCQGXSA-N|P08183,O15245,Q15822
OROGSEYTTFOCAN-DNJOTXNNSA-N|P41145,P24462,O15245,P41143,P22309,P10635,P06133,P20815,P35372,P16662,P08684
WEXRUCMBJFQVBZ-UHFFFAOYSA-N|Q05586,Q13002,P33261,P48169,Q16445,P31644,P14867,O75469,P36544,P47869,P08684,P34903,P43681,P42262,P11509
ULSDMUVEXKOYBU-ZDUSSCGKSA-N|P21397,P05177,P28221,P28222,P30939,P08908
VCOPTHOUUNAYKQ-WBTCAYNUSA-N|
DOMWKUIIPQCAJU-LJHIYBGHSA-N|P06401,P08684,P20815,P33261
WYQPLTPSGFELIB-JTQPXKBDSA-N|P04150
WQABCVAJNWAXTE-UHFFFAOYSA-N|
DNMNDNSFJMUUFM-UHFFFAOYSA-N|
GJNXBNATEDXMAK-PFLSVRRQSA-N|P30968
MUQNGPZZQDCDFT-JNQJZLCISA-N|Q99835
PJMPHNIQZUBGLI-UHFFFAOYSA-N|P41145,P24462,P41143,P08183,P20815,P35372,P08684
SYOKIDBDQMKNDQ-XWTIBIIYSA-N|P27487
VLCYCQAOQCDTCN-UHFFFAOYSA-N|P11926
XSDQTOBWRPYKKA-UHFFFAOYSA-N|P19801,P19634,Q9TRC7,Q9H015,P78348,O15244,Q16515,P37088,O15245,P51170,P51172,P51168,P00749
MYWUZJCMWCOHBA-VIFPVBQESA-N|P21397,O75751,O76082,P27338,P18825,P10635,Q96RJ0,Q01959,P18089,Q05940,P08913,P54219,P31645,P23975
VDANGULDQQJODZ-UHFFFAOYSA-N|P06276,Q9GZZ6,Q01959,Q8TCU5,Q9Y5Y9,P46098
VCKUSRYTPJJLNI-UHFFFAOYSA-N|Q9NS40,Q12809,P08183,P25100,P35368,Q9H252,P35348
GSDSWSVVBLHKDQ-UHFFFAOYSA-N|O76082,Q9H015,P05177,Q4U2R8,Q92887,P33527,P11388,P43700,P43702
VHVPQPYKVGDNFY-ZPGVKDDISA-N|P05181,P24462,P50859,P20813,P10635,P08183,P20815,Q16850,P08684,P04798
IKWTVSLWAPBBKU-UHFFFAOYSA-N|P28482,P05412,P04798,P08183,Q16678,P08684,P27361,P24385,Q16881,P31749,O14920,Q92887
CPTBDICYNRMXFX-UHFFFAOYSA-N|P21397,Q16678
CMWTZPSULFXXJA-VIFPVBQESA-N|P11712,P05177,P22309,Q4U2R8,P10632,P35354,P16662,P46721,P23219
VVWYOYDLCMFIEM-UHFFFAOYSA-N|P11229
RMUCZJUITONUFY-UHFFFAOYSA-N|P21397,P24298,Q9UGI5,P24462,P27338,P05181,Q9HB55,P80404,Q8TD30,P33261,Q16853,P08684,P10632,P20815
WQVJHHACXVLGBL-UHFFFAOYSA-N|
MKUXAQIIEYXACX-UHFFFAOYSA-N|Q86VL8,Q12908,O15245,P05177,P04293,P09252,Q4U2R8,Q8TCC7,Q96FL8,P03176
WJCNZQLZVWNLKY-UHFFFAOYSA-N|P00363,P05177,P04798
SUBDBMMJDZJVOS-DEOSSOPVSA-N|P33261,P08684,P20648
OZGNYLLQHRPOBR-DHZHZOJOSA-N|Q14534
RAPZEAPATHNIPO-UHFFFAOYSA-N|P10635,P28223,P24462,P14416,P18825,P28221,P28335,P18089,P21728,P08913,P08684,P20815,P35462,P35368,P35367,P35348,P21917,P08908
JFVZFKDSXNQEJW-CQSZACIVSA-N|P54819,P27144,P05177,P22392,Q5T3U5,Q4U2R8,Q8TCC7,P15531,Q72547,O15439,Q92887
BWPIARFWQZKAIA-UHFFFAOYSA-N|P31645,P23975,P08183,P10635
GYHCTFXIZSNGJT-XMMPIXPASA-N|P08183,P08684,P37288,P30518
HPJKCIUCZWXJDR-UHFFFAOYSA-N|P08684,P11509,P11511
STECJAGHUSJQJN-FWXGHANASA-N|P08172,P08173,P11229,P08183,P14410,P08912,P20309
BOFQWVMAQOTZIW-UHFFFAOYSA-N|P08684
LZPZPHGJDAGEJZ-AKAIJSEGSA-N|P29274
XDXWLKQMMKQXPV-QYQHSDTDSA-N|P05177,P22309,P35503,P10632,P40238,Q9Y6L6
IRSCQMHQWWYFCW-UHFFFAOYSA-N|Q9Y694,O15245,P04293,Q4U2R8,Q8TCC7,P03176
YFGHCGITMMYXAQ-UHFFFAOYSA-N|P11712,P05177,P20813,Q01959,P20815,P33261,P08684,P35368
AVAACINZEOAHHE-VFZPANTDSA-N|P72355,P02918,P02919,P16444,P0AD65,Q51504
VSNHCAURESNICA-UHFFFAOYSA-N|P10635,P23921
OMPJBNCRMGITSC-UHFFFAOYSA-N|
GMDCDXMAFMEDAG-BTJKTKAUSA-N|P22310,P18825,P10635,P28222,P28223,P35462,P47898,P34969,P21728,P08913,P14416,P05177,P28335,P41595,P08588,P08684,P18089,P35367,P35348,P21917,P25021,P50406,P08908,P07550
PHTUQLWOUWZIMZ-GZTJUZNOSA-N|P08172,P08173,P11712,P11229,P05177,P10635,P28223,P33261,P08912,P08913,P20309,P08908,P35367,P31645,P23975,P35348
MLBVMOWEQCZNCC-OEMFJLHTSA-N|Q72874,P08684
LXNHXLLTXMVWPM-UHFFFAOYSA-N|O00764,P04798
GHASVSINZRGABV-UHFFFAOYSA-N|P19971,P11712,P42898,O15440,P05177,Q12882,P04818,Q9Y694,O95045,Q06203,P10632,Q9UNQ0,P11172,P11509,Q16831,Q99808,O15438,O15439
RVOLLAQWKVFTGE-UHFFFAOYSA-N|P22303,P08684,P06276
BLJRIMJGRPQVNF-JTQLQIEISA-N|P33261,P07550,P08588,P08183,P10635
NPPQSCRMBWNHMW-UHFFFAOYSA-N|P05181,Q16445,P33261,P48169,P31644,P14867,P47869,P34903
